Ticker,Date,Open,High,Low,Close,Volume
CPS,2008-05-06,11.068,11.068,10.578,10.797,9919150
CPS,2008-05-07,10.797,10.877,10.623,10.849,3862500
CPS,2008-05-08,10.762,10.849,10.701,10.806,573033
CPS,2008-05-09,10.806,10.806,10.481,10.552,549507
CPS,2008-05-12,10.578,10.623,10.481,10.561,446308
CPS,2008-05-13,10.517,10.745,10.499,10.683,802901
CPS,2008-05-14,10.806,11.087,10.806,11.051,1030336
CPS,2008-05-15,10.999,10.999,10.937,10.99,241624
CPS,2008-05-16,10.99,11.007,10.946,10.972,440662
CPS,2008-05-19,11.007,11.007,10.884,10.929,969152
CPS,2008-05-20,10.929,11.174,10.929,11.094,1375198
CPS,2008-05-21,11.051,11.165,10.972,11.068,487782
CPS,2008-05-23,11.087,11.156,11.077,11.13,247127
CPS,2008-05-26,11.13,11.13,11.061,11.094,141864
CPS,2008-05-27,11.061,11.121,11.051,11.121,261370
CPS,2008-05-28,11.13,11.506,11.121,11.435,776158
CPS,2008-05-29,11.498,11.585,11.419,11.428,495994
CPS,2008-05-30,11.506,11.804,11.498,11.804,238023
CPS,2008-06-02,11.822,12.242,11.786,12.119,972920
CPS,2008-06-03,12.154,12.697,12.137,12.653,816027
CPS,2008-06-04,12.723,12.733,12.076,12.154,279725
CPS,2008-06-05,11.917,12.277,11.629,11.988,375623
CPS,2008-06-06,12.19,12.269,11.917,12.04,141771
CPS,2008-06-09,11.743,11.917,11.489,11.874,204670
CPS,2008-06-10,11.663,11.708,11.251,11.515,461598
CPS,2008-06-11,11.348,11.463,11.226,11.384,351565
CPS,2008-06-12,11.218,11.542,11.183,11.251,198082
CPS,2008-06-13,11.251,11.506,11.113,11.435,66165
CPS,2008-06-16,11.428,11.796,11.419,11.752,118099
CPS,2008-06-17,11.708,11.953,11.708,11.831,102392
CPS,2008-06-18,11.786,11.804,11.419,11.506,143874
CPS,2008-06-19,11.463,11.506,11.113,11.419,552139
CPS,2008-06-20,11.506,11.585,11.435,11.435,266909
CPS,2008-06-23,11.498,11.506,11.218,11.251,307200
CPS,2008-06-24,11.251,11.288,10.692,10.929,320794
