"Index","Name","Ticker"
"MWIG40","AMREST","EAT"
"MWIG40","ASSECOSEE","ASE"
"MWIG40","BENEFIT","BFT"
"MWIG40","BIOMEDLUB","BML"
"MWIG40","BNPPPL","BNP"
"MWIG40","BUDIMEX","BDX"
"MWIG40","CIECH","CIE"
"MWIG40","CIGAMES","CIG"
"MWIG40","CLNPHARMA","CLN"
"MWIG40","COMARCH","CMR"
"MWIG40","CORMAY","CRM"
"MWIG40","DATAWALK","DAT"
"MWIG40","DEVELIA","DVL"
"MWIG40","DOMDEV","DOM"
"MWIG40","ECHO","ECH"
"MWIG40","ENEA","ENA"
"MWIG40","EUROCASH","EUR"
"MWIG40","FAMUR","FMF"
"MWIG40","GPW","GPW"
"MWIG40","GRUPAAZOTY","ATT"
"MWIG40","GTC","GTC"
"MWIG40","HANDLOWY","BHW"
"MWIG40","INGBSK","ING"
"MWIG40","INTERCARS","CAR"
"MWIG40","KERNEL","KER"
"MWIG40","KETY","KTY"
"MWIG40","KRUK","KRU"
"MWIG40","LIVECHAT","LVC"
"MWIG40","MABION","MAB"
"MWIG40","MBANK","MBK"
"MWIG40","MERCATOR","MRC"
"MWIG40","MILLENNIUM","MIL"
"MWIG40","NEUCA","NEU"
"MWIG40","PKPCARGO","PKP"
"MWIG40","PLAYWAY","PLW"
"MWIG40","TSGAMES","TEN"
"MWIG40","WIRTUALNA","WPL"
"MWIG40","XTB","XTB"
"SWIG80","ABPL","ABE"
"SWIG80","ACAUTOGAZ","ACG"
"SWIG80","AGORA","AGO"
"SWIG80","AIGAMES","ALG"
"SWIG80","AIRWAY","AWM"
"SWIG80","ALUMETAL","AML"
"SWIG80","AMBRA","AMB"
"SWIG80","APATOR","APT"
"SWIG80","ARCHICOM","ARH"
"SWIG80","ARCTIC","ATC"
"SWIG80","ASBIS","ASB"
"SWIG80","ASSECOBS","ABS"
"SWIG80","ASTARTA","AST"
"SWIG80","ATAL","1AT"
"SWIG80","ATMGRUPA","ATG"
"SWIG80","AUTOPARTN","APR"
"SWIG80","BIOTON","BIO"
"SWIG80","BOGDANKA","LWB"
"SWIG80","BOOMBIT","BBT"
"SWIG80","BORYSZEW","BRS"
"SWIG80","BOS","BOS"
"SWIG80","COMP","CMP"
"SWIG80","CPGROUP","CPG"
"SWIG80","DEBICA","DBC"
"SWIG80","EKOEXPORT","EEX"
"SWIG80","ENTER","ENT"
"SWIG80","FERRO","FRO"
"SWIG80","FORTE","FTE"
"SWIG80","GAMEOPS","GOP"
"SWIG80","GETIN","GTN"
"SWIG80","GETINOBLE","GNB"
"SWIG80","GLCOSMED","GLC"
"SWIG80","GRODNO","GRN"
"SWIG80","HARPER","HRP"
"SWIG80","IDEABANK","IDA"
"SWIG80","INC","INC"
"SWIG80","INTERAOLT","IRL"
"SWIG80","KOGENERA","KGN"
"SWIG80","KRUSZWICA","KSW"
"SWIG80","LENTEX","LTX"
"SWIG80","LUBAWA","LBW"
"SWIG80","MCI","MCI"
"SWIG80","MEDICALG","MDG"
"SWIG80","MENNICA","MNC"
"SWIG80","MIRBUD","MRB"
"SWIG80","MLPGROUP","MLG"
"SWIG80","MLSYSTEM","MLS"
"SWIG80","NETIA","NET"
"SWIG80","NEWAG","NWG"
"SWIG80","OAT","OAT"
"SWIG80","OPONEO.PL","OPN"
"SWIG80","PBKM","BKM"
"SWIG80","PCCROKITA","PCR"
"SWIG80","PEKABEX","PBX"
"SWIG80","PEP","PEP"
"SWIG80","PGSSOFT","PSW"
"SWIG80","PHN","PHN"
"SWIG80","POLICE","PCE"
"SWIG80","POLIMEXMS","PXM"
"SWIG80","R22","R22"
"SWIG80","RAINBOW","RBW"
"SWIG80","RYVU","RVU"
"SWIG80","SANOK","SNK"
"SWIG80","SELVITA","SLV"
"SWIG80","SNIEZKA","SKA"
"SWIG80","STALEXP","STX"
"SWIG80","STALPROD","STP"
"SWIG80","TIM","TIM"
"SWIG80","TORPOL","TOR"
"SWIG80","TOYA","TOA"
"SWIG80","TRAKCJA","TRK"
"SWIG80","ULTGAMES","ULG"
"SWIG80","UNIMOT","UNT"
"SWIG80","VIGOSYS","VGO"
"SWIG80","VOXEL","VOX"
"SWIG80","VRG","VRG"
"SWIG80","WAWEL","WWL"
"SWIG80","WIELTON","WLT"
"SWIG80","WORKSERV","WSE"
"SWIG80","ZEPAK","ZEP"
"NCINDEX","01CYBATON","01C"
"NCINDEX","4MASS","4MS"
"NCINDEX","7FIT","7FT"
"NCINDEX","ABSINVEST","AIN"
"NCINDEX","ACKERMAN","ACK"
"NCINDEX","ACREBIT","ACR"
"NCINDEX","ADATEX","ADX"
"NCINDEX","ADVERTIGO","AVE"
"NCINDEX","AFHOL","AFH"
"NCINDEX","AGROLIGA","AGL"
"NCINDEX","AITON","AIT"
"NCINDEX","AKCEPTFIN","AFC"
"NCINDEX","ALUMAST","ALU"
"NCINDEX","ANALIZY","AOL"
"NCINDEX","APS","APS"
"NCINDEX","AQUABB","AQU"
"NCINDEX","ARTGAMES","ARG"
"NCINDEX","ARTP","TYP"
"NCINDEX","ASTRO","ASR"
"NCINDEX","ATCCARGO","ATA"
"NCINDEX","AUXILIA","AUX_"
"NCINDEX","AZTEC","AZC"
"NCINDEX","BBINWEST","BBA"
"NCINDEX","BERGHOLDI","BRH"
"NCINDEX","BETOMAX","BTX"
"NCINDEX","BIOERG","BER"
"NCINDEX","BIOMASS","BEP"
"NCINDEX","BIOMAXIMA","BMX"
"NCINDEX","BIOPLANET","BIP"
"NCINDEX","BITEVIL","BIT"
"NCINDEX","BIZTECH","BTK"
"NCINDEX","BLACKPOIN","BPN"
"NCINDEX","BLKCHNLAB","BTC"
"NCINDEX","BLOOBER","BLO"
"NCINDEX","BLUMERANG","BLU"
"NCINDEX","BORUTA","BRU"
"NCINDEX","BPC","BPC"
"NCINDEX","BPX","BPX"
"NCINDEX","BRAND24","B24"
"NCINDEX","BRAS","BSA"
"NCINDEX","BVT","BVT"
"NCINDEX","CANNABIS","CBD"
"NCINDEX","CARBONSTU","CRB"
"NCINDEX","CARLSON","CAI"
"NCINDEX","CARPATHIA","CRC"
"NCINDEX","CASPAR","CSR"
"NCINDEX","CCS","CCS"
"NCINDEX","CENTURION","CTF"
"NCINDEX","CFG","CFG"
"NCINDEX","CFSA","CFS"
"NCINDEX","CHERRY","CHP"
"NCINDEX","CIASTZKRA","CZK"
"NCINDEX","CLOUD","CLD"
"NCINDEX","CMI","CMI"
"NCINDEX","COLUMBUS","CLC"
"NCINDEX","COMECO","CMC"
"NCINDEX","COPERNIC","CRS"
"NCINDEX","CORELENS","COR"
"NCINDEX","CREEPYJAR","CRJ"
"NCINDEX","DANKS","DNS"
"NCINDEX","DBENERGY","DBE"
"NCINDEX","DDISTANCE","DDI"
"NCINDEX","DEKTRA","DKR"
"NCINDEX","DEVORAN","DEV"
"NCINDEX","DIGITAL","DGL"
"NCINDEX","DITIX","DTX"
"NCINDEX","DOOK","DOK"
"NCINDEX","DRAGEUS","DRG"
"NCINDEX","DUALITY","DUA"
"NCINDEX","EC2","EC2"
"NCINDEX","ECCGAMES","ECC"
"NCINDEX","EFENERGII","EFE"
"NCINDEX","EKIOSK","EKS"
"NCINDEX","EKOBOX","EBX"
"NCINDEX","EKOPARK","EPR"
"NCINDEX","EKOPOL","EGH"
"NCINDEX","EMTASIA","EMA"
"NCINDEX","EMUZYKA","EMU"
"NCINDEX","EONET","EON"
"NCINDEX","EUROSNACK","ECK"
"NCINDEX","EXAMOBILE","EXA"
"NCINDEX","FALCON","FLG"
"NCINDEX","FARM51","F51"
"NCINDEX","FHDOM","FHD"
"NCINDEX","FIGENE","FIG"
"NCINDEX","FINVENTUR","FIV"
"NCINDEX","FOREVEREN","FOR"
"NCINDEX","FOTOVOLT","FVE"
"NCINDEX","GALVO","GAL"
"NCINDEX","GENOMED","GEN"
"NCINDEX","GENRG","GNG"
"NCINDEX","GENXONE","GX1"
"NCINDEX","GEOTRANS","GTS"
"NCINDEX","GOLAB","GOL"
"NCINDEX","GREMPCO","GRM"
"NCINDEX","GRMEDIA","GME"
"NCINDEX","GRUPAREC","GRC"
"NCINDEX","H4F","H4F"
"NCINDEX","HEMP","HMP"
"NCINDEX","HORNIGOLD","HRL"
"NCINDEX","HORTICO","HOR"
"NCINDEX","HURTIMEX","HRT"
"NCINDEX","IGORIA","IGT"
"NCINDEX","IMAGIS","IMG"
"NCINDEX","INBOOK","INB"
"NCINDEX","INFOSCAN","IST"
"NCINDEX","INNOGENE","IGN"
"NCINDEX","INTELIWIS","ITL"
"NCINDEX","INTERNITY","INT"
"NCINDEX","INVENTION","INM"
"NCINDEX","INVESTEKO","IVE"
"NCINDEX","ISIAG","ISG"
"NCINDEX","JRHOLDING","JRH"
"NCINDEX","JUJUBEE","JJB"
"NCINDEX","JWA","JWA"
"NCINDEX","KANCELWEC","KPI"
"NCINDEX","KBJ","KBJ"
"NCINDEX","KLABATER","KBT"
"NCINDEX","KLON","KLN"
"NCINDEX","KORBANK","KOR"
"NCINDEX","KUPIEC","KPC"
"NCINDEX","LETUS","LET"
"NCINDEX","LGTRADE","LGT"
"NCINDEX","LUG","LUG"
"NCINDEX","MADKOM","MAD"
"NCINDEX","MAKOLAB","MLB"
"NCINDEX","MALKOWSKI","MMA"
"NCINDEX","MAXIPIZZA","MXP"
"NCINDEX","MBFGROUP","MBF"
"NCINDEX","MEDAPP","MDA"
"NCINDEX","MEDCAMP","MDP"
"NCINDEX","MEDIANPOL","MDN"
"NCINDEX","MEDINICE","ICE"
"NCINDEX","MENNICASK","MNS"
"NCINDEX","MERA","MER"
"NCINDEX","MFOOD","MFD"
"NCINDEX","MILKPOL","MLP"
"NCINDEX","MODE","MOE"
"NCINDEX","MOONLIT","MLT"
"NCINDEX","MOVIEGAMES","MOV"
"NCINDEX","MPLVERBUM","VER"
"NCINDEX","NEPTIS","YAN"
"NCINDEX","NGGAMES","NGG"
"NCINDEX","NOTORIA","NTS"
"NCINDEX","NOVAVIS","NVV"
"NCINDEX","NWAI","NWA"
"NCINDEX","ONEMORE","OML"
"NCINDEX","OVIDWORKS","OVI"
"NCINDEX","OXYGEN","OXY"
"NCINDEX","PARCELTEC","PTE"
"NCINDEX","PARTNER","PRN_"
"NCINDEX","PASSUS","PAS"
"NCINDEX","PBGAMES","PBT"
"NCINDEX","PHOTON","PEN"
"NCINDEX","PLANETB2B","P2B"
"NCINDEX","PLANTWEAR","PNW"
"NCINDEX","PLATIGE","PLI"
"NCINDEX","POINTPACK","PNT"
"NCINDEX","POLARISIT","PIT"
"NCINDEX","POLMAN","PLM"
"NCINDEX","POLTRONIC","PTN"
"NCINDEX","POLYSLASH","PSH"
"NCINDEX","PRESENT24","P24"
"NCINDEX","PROLOG","PRL"
"NCINDEX","PRYMUS","PRS"
"NCINDEX","PTWP","PTW"
"NCINDEX","PURE","PUR"
"NCINDEX","PYLON","PYL"
"NCINDEX","PYRAMID","PDG"
"NCINDEX","QUARTICON","QON"
"NCINDEX","QUBICGMS","QUB"
"NCINDEX","READGENE","RDG"
"NCINDEX","REDDEV","RDS"
"NCINDEX","REMORSOL","RSP"
"NCINDEX","ROBINSON","RBS"
"NCINDEX","SCPFL","SCP"
"NCINDEX","SEVENET","SEV"
"NCINDEX","SFD","SFD"
"NCINDEX","SFERANET","SFN"
"NCINDEX","SHOCKWORK","SWK"
"NCINDEX","SIMFABRIC","SIM"
"NCINDEX","SOFTBLUE","SBE"
"NCINDEX","SONKA","SOK"
"NCINDEX","STANDREW","STD"
"NCINDEX","STARWARD","STA"
"NCINDEX","STEMCELLS","SCS"
"NCINDEX","SUNTECH","SUN"
"NCINDEX","SWALLET","SWT"
"NCINDEX","TECHINVGR","TIG"
"NCINDEX","TELEMEDPL","TMP"
"NCINDEX","TELESTR","TLS"
"NCINDEX","TELGAM","TLG"
"NCINDEX","TELIANI","TLV"
"NCINDEX","TERMO2PWR","T2P"
"NCINDEX","THEDUST","THD"
"NCINDEX","TLTENNIS","TLT"
"NCINDEX","UHYECA","ECA"
"NCINDEX","UNITED","UTD"
"NCINDEX","VARSAV","VAR"
"NCINDEX","VERBICOM","VRB"
"NCINDEX","WIERZYCL","WRL"
"NCINDEX","WODKAN","WOD"
"WIG-BANKI","ALIOR","ALR"
"WIG-BANKI","BNPPPL","BNP"
"WIG-BANKI","BOS","BOS"
"WIG-BANKI","GETIN","GTN"
"WIG-BANKI","GETINOBLE","GNB"
"WIG-BANKI","HANDLOWY","BHW"
"WIG-BANKI","IDEABANK","IDA"
"WIG-BANKI","INGBSK","ING"
"WIG-BANKI","MBANK","MBK"
"WIG-BANKI","MILLENNIUM","MIL"
"WIG-BANKI","PEKAO","PEO"
"WIG-BANKI","PKOBP","PKO"
"WIG-BANKI","SANPL","SPL"
"WIG-BANKI","SANTANDER","SAN"
"WIG-BANKI","UNICREDIT","UCG"
"WIG-BUDOW","ATREM","ATR"
"WIG-BUDOW","BUDIMEX","BDX"
"WIG-BUDOW","CNT","CNT"
"WIG-BUDOW","DECORA","DCR"
"WIG-BUDOW","DEKPOL","DEK"
"WIG-BUDOW","ELEKTROTI","ELT"
"WIG-BUDOW","ENAP","ENP"
"WIG-BUDOW","ERBUD","ERB"
"WIG-BUDOW","FERRO","FRO"
"WIG-BUDOW","HERKULES","HRS"
"WIG-BUDOW","INSTALKRK","INK"
"WIG-BUDOW","LENTEX","LTX"
"WIG-BUDOW","LIBET","LBT"
"WIG-BUDOW","MDIENERGIA","MDI"
"WIG-BUDOW","MERCOR","MCR"
"WIG-BUDOW","MFO","MFO"
"WIG-BUDOW","MIRBUD","MRB"
"WIG-BUDOW","MOSTALPLC","MSP"
"WIG-BUDOW","MOSTALWAR","MSW"
"WIG-BUDOW","MOSTALZAB","MSZ"
"WIG-BUDOW","PANOVA","NVA"
"WIG-BUDOW","PEKABEX","PBX"
"WIG-BUDOW","POLIMEXMS","PXM"
"WIG-BUDOW","POZBUD","POZ"
"WIG-BUDOW","PROCHEM","PRM"
"WIG-BUDOW","PROJPRZEM","PJP"
"WIG-BUDOW","REMAK","RMK"
"WIG-BUDOW","ROPCZYCE","RPC"
"WIG-BUDOW","SELENAFM","SEL"
"WIG-BUDOW","SNIEZKA","SKA"
"WIG-BUDOW","TESGAS","TSG"
"WIG-BUDOW","TORPOL","TOR"
"WIG-BUDOW","TRAKCJA","TRK"
"WIG-BUDOW","ULMA","ULM"
"WIG-BUDOW","UNIBEP","UNI"
"WIG-BUDOW","VISTAL","VTL"
"WIG-BUDOW","ZUE","ZUE"
"WIG-CHEMIA","CIECH","CIE"
"WIG-CHEMIA","GRUPAAZOTY","ATT"
"WIG-CHEMIA","PCCROKITA","PCR"
"WIG-CHEMIA","POLICE","PCE"
"WIG-CHEMIA","POLWAX","PWX"
"WIG-NRCHOM","ALTA","AAT"
"WIG-NRCHOM","ARCHICOM","ARH"
"WIG-NRCHOM","ATAL","1AT"
"WIG-NRCHOM","ATLASEST","ATL"
"WIG-NRCHOM","BBIDEV","BBD"
"WIG-NRCHOM","BIK","BIK"
