id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
186999;House on Water;898681;Michael;Treptow - KÃ¶penick;SchmÃ¶ckwitz/Karolinenhof/Rauchfangswerder;52,3788676812242;13,6512314097271;Entire home/apt;120;3;7;2018-03-25;0,13;4;86
187206;cozy room;900521;Angelika-Maria;Mitte;Osloer StraÃe;52,5633446672036;13,3880215735809;Private room;25;2;224;2018-11-04;2,63;1;322
187326;Cozy Apartment with sun terrace;901252;Almuth;Steglitz - Zehlendorf;Drakestr.;52,4440941090479;13,2943420765025;Entire home/apt;59;3;63;2018-09-22;1,03;1;130
188565;Lovely Sailingboat close to Berlin- Mitte;908562;Anis;Reinickendorf;West 1;52,5750256466064;13,2630649439535;Entire home/apt;86;1;4;2018-09-19;0,17;4;87
188922;Stay in Prenzlauerberg Berlin !;910884;Kristian;Pankow;Prenzlauer Berg SÃŒdwest;52,5304923852145;13,4147105780488;Entire home/apt;45;28;14;2014-08-28;0,16;1;0
189288;Townhouse Altenescher Weg;907038;Katarina-Susanne;Pankow;Prenzlauer Berg Ost;52,5381432842613;13,4555278198317;Entire home/apt;100;3;63;2018-10-19;0,79;2;325
189596;Mitte Miniloft apartment w. terrace;914711;Jon;Mitte;Brunnenstr. SÃŒd;52,53046410409;13,3988934908626;Entire home/apt;80;4;79;2016-05-06;0,9;1;0
190448;Modernes Studioapartment Berlin;920085;Ursula;NeukÃ¶lln;Buckow Nord;52,4414856833818;13,4619277567297;Entire home/apt;50;2;3;2018-09-23;0,04;2;242
191023;2-Room-Apartment in Berlin-Mitte;923408;Anne;Mitte;Alexanderplatz;52,5117812631994;13,4075140941697;Private room;49;1;40;2018-08-16;0,75;1;0
192050;Perfect for 5 + WLAN near (URL HIDDEN);929861;Mandy;Pankow;Pankow SÃŒd;52,5724090019429;13,4218712797549;Entire home/apt;55;120;25;2018-09-02;0,3;2;105
192052;studio apartment in mitte (NÂ° 1);929943;Reineldis & Fabian;Mitte;Brunnenstr. SÃŒd;52,5294039073202;13,3932742028207;Entire home/apt;79;2;212;2018-04-30;2,44;3;6
192103;studio apartment in mitte (NÂ° 2);929943;Reineldis & Fabian;Mitte;Brunnenstr. SÃŒd;52,5295787111323;13,3917113407522;Entire home/apt;75;2;253;2018-06-19;2,94;3;0
192499;FILMSALON;868282;Frank;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4936479305933;13,4211488828214;Private room;49;2;398;2018-10-29;4,51;2;140
193625;perfect spot/place in Down Town :-);939077;Rob;Mitte;Alexanderplatz;52,5276193091112;13,3888951011552;Private room;38;3;341;2018-11-06;3,92;1;43
194374;Cottage in the city with garden;943996;Monika;Lichtenberg;Karlshorst;52,4773901588172;13,5079369414972;Entire home/apt;65;3;33;2018-08-20;0,4;6;328
194465;Beautiful Loft-Studio with garden;944530;Christian And VerÃ³nica;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Nord;52,5204422637655;13,4449838857774;Private room;75;3;132;2018-11-04;1,54;1;301
194546;Central modern 2-room flat in Mitte;944961;Veli;Mitte;Alexanderplatz;52,5060446901228;13,4179291788551;Entire home/apt;75;4;90;2018-10-24;1,12;2;62
194694;a light from heaven & an old school;945655;M;Lichtenberg;Alt-Lichtenberg;52,5124474332712;13,4921446969623;Private room;38;3;101;2018-10-24;1,17;2;142
195467;Obere Etage im Haus.;889228;Jacqueline;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,4942077093004;13,4687281771984;Private room;89;2;6;2018-05-20;0,28;1;338
196149;Best location in Berlin-Mitte /WIFI;954669;Martin;Mitte;Brunnenstr. SÃŒd;52,5309244353732;13,4035723112479;Entire home/apt;74;2;301;2018-10-29;4,48;1;66
196285;Studio-apt Kreuzberg: central/cozy;955509;Karsten;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4968982768966;13,4234797016117;Entire home/apt;50;3;92;2015-05-26;1,06;3;0
197291;App. w garden, firepl. a. whirlpool;1311026;Volker;Pankow;Blankenburg/Heinersdorf/MÃ€rchenland;52,5808856964863;13,4437728400393;Entire home/apt;120;1;27;2018-09-30;0,31;1;352
198584;Oriental Style Room, Kudamm / Zoo;969532;Wendy;Charlottenburg-Wilm.;DÃŒsseldorfer StraÃe;52,498889160288;13,3238561921269;Private room;38;7;9;2018-09-10;0,2;2;321
198896;A lovely luminous room...;971540;Jean-Baptiste;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4808799803706;13,3545025309868;Private room;25;1;10;2016-07-13;0,13;1;0
200125;TOP apartment in art nouveau villa;977942;Rainer;Steglitz - Zehlendorf;Zehlendorf  Nord;52,4373699931961;13,2226564935524;Entire home/apt;89;4;0;;;1;55
201224;very charming central apartment....;984036;Rene;Mitte;Tiergarten SÃŒd;52,5044847886211;13,3590334481954;Entire home/apt;88;3;189;2018-10-21;2,31;1;133
203634;Outstanding penthouse in Prenz Berg;998898;Dimitry;Pankow;Helmholtzplatz;52,5430102568019;13,4152506900823;Entire home/apt;125;4;110;2018-10-02;1,29;1;97
204609;Bright room in 1870s-building, nice neighbourhood;893138;Katja;Lichtenberg;Neu Lichtenberg;52,5052125544563;13,4785903928436;Private room;49;2;129;2018-10-16;1,49;1;21
204617;separates Mini-Appartement mit  Bad + WC;1004934;Angelika;Charlottenburg-Wilm.;Neue KantstraÃe;52,5051659150046;13,2946603001323;Entire home/apt;50;1;2;2017-04-04;0,1;1;0
205296;4* apartment in quiet south Berlin;1009105;Gisela;NeukÃ¶lln;Rudow;52,4123499566682;13,5003140730563;Entire home/apt;100;5;0;;;1;282
206021;Nice sunny room ,Central area...you;467895;Ursula;Charlottenburg-Wilm.;Mierendorffplatz;52,5246416075125;13,2994943629457;Private room;35;3;5;2018-09-15;1,17;1;316
206454;Hot Spot Berlin-Mitte apartment!;358915;Diana;Mitte;Brunnenstr. SÃŒd;52,5320256322298;13,4009702218289;Entire home/apt;70;3;22;2018-10-12;0,28;1;15
207740;Schicke Garten-Maisonette in Kreuzberg;1022663;Vanessa;Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,5004170147493;13,4357788383819;Entire home/apt;195;3;7;2018-11-01;0,46;1;0
208495;CENTRAL VINTAGE-MODERN FLAT;965569;Coco;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,512749646369;13,4635792173606;Entire home/apt;150;2;0;;;1;0
209649;Berlin Center â Charlottenburg Wilmersdorf;1033300;Thomas;Charlottenburg-Wilm.;KantstraÃe;52,5107940554601;13,3021617037404;Private room;200;7;31;2018-10-31;0,35;1;323
210734;VERY CENTRAL AND COSY;1039350;Gosia;Mitte;Moabit West;52,5229757133339;13,3341570033906;Entire home/apt;165;3;245;2018-11-02;2,82;1;295
212348;2 Zimmer mit Balkon in Friedrichshain;1095251;Nadin;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5081145297586;13,463255814311;Private room;55;2;0;;;1;26
214491;enchanting room in the centre,;1107206;Lalita;Mitte;Alexanderplatz;52,5207625967276;13,3819187090256;Private room;35;1;161;2018-11-03;1,9;1;326
214518;Chimaysaberlin B&B Front Double Bed;156897;Helen;Charlottenburg-Wilm.;Otto-Suhr-Allee;52,5199342474728;13,3005575479819;Private room;51;1;7;2018-10-11;0,09;2;291
214784;Charming Room in a beautiful flat;1108996;Alexandra;NeukÃ¶lln;ReuterstraÃe;52,4900443610127;13,4269672984114;Private room;35;2;189;2018-10-24;2,17;1;64
214855;dnb-berlin - private room;706845;Anna;Mitte;Tiergarten SÃŒd;52,5018395650841;13,354646685641;Private room;45;3;195;2018-10-13;2,48;1;129
220445;Apt. Near Charlottenburg Palace;1142834;Detlef;Charlottenburg-Wilm.;Mierendorffplatz;52,5247039907779;13,2995578390374;Entire home/apt;60;30;16;2018-08-31;0,24;1;276
220808;bright room in three-room apartment;1145078;Antonie;Steglitz - Zehlendorf;OstpreuÃendamm;52,430104358855;13,3269312180359;Private room;45;2;29;2018-10-31;0,39;1;328
221015;clean calm cosy central apartment;1146238;Arzu & Tom;Mitte;Wedding Zentrum;52,5406296774962;13,3514739441617;Entire home/apt;75;1;413;2018-11-03;4,78;2;107
222784;Queit-central-balcony-WiFi, lease - min 2 months;1156924;Kelly;Mitte;Moabit West;52,529803443196;13,3403666912808;Entire home/apt;69;60;195;2018-08-31;2,32;1;339
223622;1 bedroom in Berlin Friedrichshain;913422;Kathrin;Friedrichshain-Kreuzberg;Karl-Marx-Allee-SÃŒd;52,5150298964593;13,4438485220157;Entire home/apt;45;2;6;2017-01-02;0,08;1;0
226925;Appartement Dressler at lake Seddin;898681;Michael;Treptow - KÃ¶penick;SchmÃ¶ckwitz/Karolinenhof/Rauchfangswerder;52,3787808044993;13,6527872266961;Entire home/apt;50;2;2;2018-11-05;0,05;4;113
227072;Cosy and huge family place, 1184sf;1093451;Julia;Mitte;Brunnenstr. SÃŒd;52,5360108392922;13,4054352387301;Entire home/apt;110;5;29;2018-09-22;0,34;1;3
228964;super Wohnung MITTEndrin!;1195025;Behnam;Mitte;Alexanderplatz;52,5243768931899;13,4073596131203;Private room;95;1;19;2018-10-09;0,5;2;355
229075;Sun-drenched three-room-apartment;1195776;Cornelia Und Claudia;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4943556338996;13,4291293861308;Entire home/apt;75;14;41;2018-10-03;0,48;1;136
229099;Nice room near airport Berlin SXF;1196119;Hannes;Treptow - KÃ¶penick;Altglienicke;52,4035489928403;13,5337311173731;Private room;30;1;200;2018-06-29;2,43;1;311
229348;Excl. Studio A Mitte/Hansaviertel;1195177;Annika;Mitte;Moabit Ost;52,5199205742559;13,3414926585633;Entire home/apt;65;5;51;2018-11-03;0,6;2;311
229363;Excl. Studio B Mitte/Hansaviertel;1195177;Annika;Mitte;Moabit Ost;52,5220722020581;13,3435266826855;Entire home/apt;65;4;35;2018-08-01;0,48;2;276
229776;Cosy room in Mitte / Rosenthaler Platz;956350;Arne;Mitte;Alexanderplatz;52,5283379996517;13,4063374504951;Private room;46;3;106;2018-11-04;1,23;1;236
230611;4 bedroom holiday house Berlin;1205340;Christine;Tempelhof - SchÃ¶neberg;Lichtenrade;52,392687726133;13,3916325523178;Entire home/apt;65;60;7;2015-12-18;0,09;1;104
230824;Bright & Roomy in Vintage Home;1206680;Marie;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5068408144336;13,47011758227;Private room;28;1;130;2018-10-24;1,56;3;93
231220;1 Room Apartment, Charlottenburg;1209193;Michael;Charlottenburg-Wilm.;Westend;52,511900277473;13,2847427758867;Entire home/apt;30;60;18;2018-09-02;0,23;1;221
231598;Apartment Berlin;1210839;Maria Teresa;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-Nord;52,4917634859783;13,3514363024616;Entire home/apt;49;60;62;2018-09-16;0,76;1;220
231853;Bright, quiet and spacious two-room;1212435;Stefan;Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,5018165944909;13,4292317612956;Entire home/apt;55;60;7;2015-12-01;0,1;1;107
233083;2-bed-loft-dwelling designers flat;1219893;Katharina;Charlottenburg-Wilm.;Neue KantstraÃe;52,5039721924204;13,295973011618;Entire home/apt;98;60;36;2018-08-11;0,43;1;211
233453;Pretty room in NeukÃ¶lln/Sonnenallee;1221935;Anne;NeukÃ¶lln;ReuterstraÃe;52,4841709389485;13,4372821870188;Private room;32;2;30;2013-11-20;0,35;1;251
233770;Holiday apartment in Berlin's Green;1224097;Bernhard;Marzahn - Hellersdorf;Mahlsdorf;52,4758768598095;13,607608178539;Entire home/apt;55;2;15;2018-09-16;0,26;1;345
235766;Sunny Apartment Balcony on Park;1235665;Mark;Mitte;Brunnenstr. SÃŒd;52,5338817352945;13,4010508198174;Entire home/apt;39;120;42;2016-03-25;0,52;1;359
236509;Berlin City Center, Great Vista;1240004;Georg;Mitte;Alexanderplatz;52,515788311803;13,4185493126555;Entire home/apt;82;90;39;2018-06-08;0,45;2;244
236552;Typical Berlin Alt-bau in Kreuzberg;1240184;Jessica;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,497308494374;13,4298083826565;Private room;46;1;277;2018-10-29;3,21;1;79
237038;A lovely room in the Mitte - Berlin;253136;Peter;Mitte;Regierungsviertel;52,5110456843459;13,3814007370884;Private room;60;2;127;2018-10-23;1,48;3;103
237359;Sweet Home , romantic apartment;1244725;Jutta;Reinickendorf;West 5;52,5879688450698;13,278397055605;Entire home/apt;60;5;3;2018-05-25;0,06;1;212
237670;Apartment Burde 2;920085;Ursula;NeukÃ¶lln;Buckow Nord;52,4414161006969;13,4607533052314;Entire home/apt;43;2;5;2018-10-23;0,13;2;277
238275;Baroqueapartment with loftcharacter;1249583;Alexander;Mitte;Alexanderplatz;52,5246572500048;13,403457842597;Entire home/apt;85;8;7;2016-12-30;0,09;1;307
238396;Within the city, calm and leafy;1250154;Henrik;Pankow;Prenzlauer Berg SÃŒdwest;52,5321411985643;13,4151939725994;Entire home/apt;60;3;373;2018-10-31;4,38;2;91
238569;Nice bright flat near Mauerpark;1250911;May;Pankow;Prenzlauer Berg Nordwest;52,5504905146012;13,4041589023853;Private room;58;4;80;2018-05-22;0,96;1;271
239139;Central, Berlin Mitte, 4 Pers.;1254352;Jana;Mitte;Brunnenstr. SÃŒd;52,536246885853;13,397949514112;Private room;55;90;101;2018-08-13;1,19;2;191
239314;Comfortable Room in Vintage Home;1206680;Marie;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5058336396493;13,4702559189779;Private room;30;1;55;2018-07-12;0,67;3;27
240169;Berlin, NeukÃ¶lln, Room B;1259589;Alexine;NeukÃ¶lln;Rixdorf;52,4791704376114;13,4378742849704;Private room;31;3;146;2018-10-14;4,33;3;0
240735;I want Berlin!;1262812;Heike;Marzahn - Hellersdorf;Biesdorf;52,4995782892117;13,5579830461914;Private room;35;5;16;2018-07-07;0,2;2;159
242366;Chic 2 room apartment  Berlin Mitte;1003245;Maryna;Mitte;Moabit Ost;52,5238678057964;13,3578072984533;Entire home/apt;45;2;105;2018-10-12;1,37;1;232
242794;Elegant renovated apartment 72 m2;1274606;Mario;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,514870959891;13,4556144895819;Entire home/apt;100;4;42;2018-09-29;0,53;1;274
242908;Holiday Apartment in Berlin Wannsee with balcony;1275359;Henning;Steglitz - Zehlendorf;Zehlendorf  SÃŒdwest;52,4155784634174;13,1641776822742;Entire home/apt;95;5;0;;;2;304
242927;Holiday Rental in Berlin Wannsee with small garden;1275359;Henning;Steglitz - Zehlendorf;Zehlendorf  SÃŒdwest;52,4158060564096;13,1644643017168;Entire home/apt;95;5;1;2018-05-08;0,16;2;272
242978;Exclusive one-bedroom apartment;1275576;Thomas;Mitte;Moabit West;52,528038998155;13,3302095040323;Entire home/apt;63;2;73;2018-10-22;1,02;6;251
243057;"rooftop-apartement ""Blueberry Hill""  Berlin center";1275795;Arne & Ute;Mitte;Moabit West;52,5306717751764;13,3353198493267;Entire home/apt;175;2;24;2018-10-12;0,55;1;362
243063;Holiday apartment in Berlin Mitte;1275846;Anna;Mitte;Brunnenstr. SÃŒd;52,5285002106343;13,3906700516256;Entire home/apt;130;1;179;2018-10-11;2,31;2;44
243081;Living with style, apartment 2;1275846;Anna;Mitte;Brunnenstr. SÃŒd;52,5293003358139;13,3908430541171;Entire home/apt;120;1;150;2018-10-12;1,9;2;81
243238;Blue Jewel in Green Borough;1276585;Katharina;Treptow - KÃ¶penick;Johannisthal;52,4459582372705;13,4977775174861;Entire home/apt;64;2;69;2018-11-04;1,53;1;325
244425;11th-Floor near KaDeWe!! -in Berlin;1282150;Bernd;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-Nord;52,5004018621802;13,3453269564974;Entire home/apt;55;90;163;2018-02-18;1,92;4;304
244924;sunny 2-room appartment in Berlin ;933872;Johanna;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4850438913636;13,3600353356474;Private room;29;1;62;2018-10-26;0,73;1;349
245744;Apartment in central Berlin;1289259;Martina;Mitte;Regierungsviertel;52,5219836087371;13,3905921105738;Entire home/apt;150;3;104;2018-10-09;1,27;1;302
245809;2-bedroom apartment Prenzlauer Berg;1289393;Hille;Pankow;Prenzlauer Berg Nord;52,544012134738;13,439873784578;Entire home/apt;76;2;32;2018-10-20;0,42;2;311
245827;2-bedroom apartment Gendarmenmarkt;1289393;Hille;Mitte;Regierungsviertel;52,5115468225697;13,4005282441699;Entire home/apt;79;2;67;2018-10-08;0,92;2;291
245991;World stroller's club 2;1290112;Wolfhard;Reinickendorf;West 2;52,5842226507111;13,2311353351475;Entire home/apt;23;30;3;2018-10-14;0,05;2;0
246007;World stroller's club 1;1290112;Wolfhard;Reinickendorf;West 2;52,5820274670255;13,230722251839;Entire home/apt;19;30;6;2017-02-01;0,08;2;129
248192;Adorable apartment in the City Center of Berlin;662565;Gisella;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-Nord;52,4978199237807;13,3473331007313;Entire home/apt;49;1;119;2018-10-18;1,49;6;243
248375;Culture and shopping;1301421;Alexander;Charlottenburg-Wilm.;KantstraÃe;52,5082282482118;13,3118383137475;Private room;45;14;12;2018-10-02;0,15;3;0
249220;1 room in an apartment in Berlin ;1305769;Laurence;Charlottenburg-Wilm.;BarstraÃe;52,4815863538017;13,3136380172904;Private room;45;2;5;2016-07-21;0,12;1;0
249419;Studio to feel good Prenzlauerberg!;1306624;Au;Pankow;Helmholtzplatz;52,5430002322659;13,4248676127746;Entire home/apt;91;3;148;2018-10-16;1,78;1;311
250007;Exotic holiday apartment in Berlin;1310272;JÃ¶rg Und Sara;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-Nord;52,4948746989508;13,3517108702396;Entire home/apt;69;2;114;2018-10-07;1,49;1;211
250023;Family- Apartment am KaDeWe 2;1310277;Claudia;Charlottenburg-Wilm.;DÃŒsseldorfer StraÃe;52,4977108534757;13,3362561291478;Entire home/apt;70;90;44;2018-09-23;0,56;1;270
250067;Great 2bd apt perfect for a couple;1310454;Andrea;NeukÃ¶lln;ReuterstraÃe;52,4851434894956;13,44386040508;Entire home/apt;55;4;3;2015-06-10;0,04;1;0
250121;Cosy single room;1310755;Joe;Pankow;Prenzlauer Berg SÃŒdwest;52,5313727462441;13,4081286170056;Private room;45;3;6;2015-01-11;0,08;4;310
250138;Nice double room;1310755;Joe;Pankow;Prenzlauer Berg SÃŒdwest;52,5309833520473;13,4069897466839;Private room;50;7;3;2012-07-17;0,04;4;310
250171;Great Double bedroom;1310755;Joe;Pankow;Prenzlauer Berg SÃŒdwest;52,5302679477535;13,4078914119588;Private room;55;3;8;2017-01-04;0,1;4;279
250253;Apartment: Luise in Berlin;1311309;Ute;Charlottenburg-Wilm.;Otto-Suhr-Allee;52,5187422045637;13,3064599253441;Entire home/apt;93;3;14;2018-09-07;0,26;4;236
250376;142 mÂ² = 1530 ftÂ² â¥LOFTâ¥ROOMS in Friedrichshain;1312190;Davide;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5121322731423;13,45228582467;Private room;175;2;94;2018-08-02;1,13;2;158
250684;Lovely four bedroom;1310755;Joe;Pankow;Prenzlauer Berg SÃŒdwest;52,5299740941785;13,407796644731;Private room;95;3;14;2018-10-14;0,18;4;319
250687;Apollo Apartments 1;1310866;Ashraf;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4849259255074;13,3605278840109;Entire home/apt;52;3;28;2018-10-19;0,36;2;0
250704;Holiday Apartment with Garden;1314462;Otto;Tempelhof - SchÃ¶neberg;Marienfelde;52,422980853318;13,3752851638186;Entire home/apt;59;3;18;2018-10-13;0,32;1;309
250707;Apartment: Friederike in Berlin;1311309;Ute;Charlottenburg-Wilm.;Otto-Suhr-Allee;52,5185139617165;13,3083856371666;Entire home/apt;58;3;4;2016-12-07;0,06;4;238
250729;Apartment: Grazer GÃ€rten in Berlin;1311309;Ute;Tempelhof - SchÃ¶neberg;Friedenau;52,4690379890648;13,3476807422648;Entire home/apt;72;3;1;2017-03-06;0,05;4;283
250753;Apartment: GroÃer KurfÃŒrst;1311309;Ute;Mitte;Tiergarten SÃŒd;52,5002603639386;13,3646602309437;Entire home/apt;95;3;7;2018-10-23;0,65;4;211
251398;Modern Room in a nice Environment;1318500;Renate;Spandau;HeerstraÃe Nord;52,5160414077727;13,175734769786;Private room;40;1;26;2018-10-21;0,34;1;322
251548;Beautiful Apartment 14m2 Terrace in KREUZBERG;1003174;Enis;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4987083415991;13,4251279706308;Entire home/apt;55;1;30;2018-09-17;0,36;1;35
252664;COZY ROOFTOP APARTM.| QUIET&CENTRAL;1326442;Berliner;Mitte;Brunnenstr. Nord;52,5393511135419;13,3911052035492;Entire home/apt;79;2;51;2018-10-14;0,6;1;308
252699;*** modern-cozy-design apartment ;1326695;Stina;Friedrichshain-Kreuzberg;Karl-Marx-Allee-SÃŒd;52,5146146591875;13,4503301360921;Entire home/apt;56;60;2;2015-03-09;0,02;1;290
252933;Room vibrant but cozy Schoeneberg;1328204;Jairo;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-Nord;52,4983886313313;13,3500932978741;Private room;32;2;111;2018-10-17;1,49;1;251
252967;Pension am Traveplatz Zimmer 1;1328326;Wolfram;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5114411874529;13,4714554325904;Private room;32;2;40;2018-10-14;0,5;3;279
252993;Pension am Traveplatz Zimmer 2;1328326;Wolfram;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5120699491577;13,4716519679957;Private room;32;2;131;2018-11-03;1,68;3;146
253005;Pension am Traveplatz Zimmer 3;1328326;Wolfram;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5112242166953;13,4706224390901;Private room;28;2;30;2018-10-29;0,36;3;304
253128;Studion Apartment in KreuzkÃ¶lln;1329012;Bea;NeukÃ¶lln;ReuterstraÃe;52,4911425160738;13,4283099450093;Private room;49;3;63;2018-10-28;1,18;2;35
254576;Chalet at KurfÃŒrstendamm citycenter;1337197;Angelika;Charlottenburg-Wilm.;Neue KantstraÃe;52,5027967029097;13,3037413413967;Entire home/apt;70;91;6;2018-08-27;0,13;1;190
254762;Cosy StudioFlat in trendy Kreuzberg;1171000;Bernardo;Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,5032299270281;13,4332213374533;Entire home/apt;80;93;95;2018-07-22;1,11;3;97
254788;Cosy Flat in Kreuzberg 36!;1171000;Bernardo;Friedrichshain-Kreuzberg;SÃŒdliche Friedrichstadt;52,497675815461;13,4131395923537;Entire home/apt;75;93;99;2016-04-25;1,2;3;305
255557;Cosy studio FridayBerlin for you;1343263;Agnieszka;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5089819190928;13,4664884785435;Entire home/apt;55;3;112;2018-11-04;1,45;1;44
255722;Renovated apt in an old building;1344455;Wolfram;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4959529602508;13,3852913986887;Entire home/apt;65;3;79;2018-11-05;0,95;1;254
255778;Beautiful apt. in a great location;1344754;Bwk;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4970111379763;13,4437004665826;Entire home/apt;96;2;142;2018-10-14;2,83;1;244
