,Indeks,Name,Ticker
1131,WIG,ULTGAMES,ULG
1132,WIG,PROJPRZEM,PJP
1133,WIG,HELIO,HEL
1134,WIG,ALTA,AAT
1135,WIG,DATAWALK,DAT
1136,WIG,BETACOM,BCM
1137,WIG,ROPCZYCE,RPC
1138,WIG,BENEFIT,BFT
1139,WIG,ELZAB,ELZ
1140,WIG,SNIEZKA,SKA
1141,WIG,DEVELIA,DVL
1142,WIG,BUMECH,BMC
1143,WIG,NEUCA,NEU
1144,WIG,IZOBLOK,IZB
1145,WIG,PROTEKTOR,PRT
1146,WIG,MIRACULUM,MIR
1147,WIG,BIK,BIK
1148,WIG,HYDROTOR,HDR
1149,WIG,UNIBEP,UNI
1150,WIG,I2DEV,I2D
1151,WIG,06MAGNA,06N
1152,WIG,CDRL,CDL
1153,WIG,DEBICA,DBC
1154,WIG,INTERSPPL,IPO
1155,WIG,MDIENERGIA,MDI
1156,WIG,PAMAPOL,PMP
1157,WIG,COALENERG,CLE
1158,WIG,AIRWAY,AWM
1159,WIG,CNT,CNT
1160,WIG,NANOGROUP,NNG
1161,WIG,RONSON,RON
1162,WIG,KREC,KRC
1163,WIG,RYVU,RVU
1164,WIG,FORTE,FTE
1165,WIG,MLSYSTEM,MLS
1166,WIG,KPPD,KPD
1167,WIG,SOLAR,SOL
1168,WIG,NOVATURAS,NTU
1169,WIG,PMPG,PGM
1170,WIG,UNICREDIT,UCG
1171,WIG,MENNICA,MNC
1172,WIG,ERBUD,ERB
1173,WIG,POLIMEXMS,PXM
1174,WIG,PROVIDENT,IPF
1175,WIG,ATAL,1AT
1176,WIG,PGSSOFT,PSW
1177,WIG,IIAAV,IIA
1178,WIG,OTLOG,OTS
1179,WIG,PLAY,PLY
1180,WIG,CIECH,CIE
1181,WIG,RANKPROGR,RNK
1182,WIG,PHN,PHN
1183,WIG,CITYSERV,CTS
1184,WIG,SILVANO,SFG
1185,WIG,ASMGROUP,ASM
1186,WIG,INGBSK,ING
1187,WIG,APLISENS,APN
1188,WIG,MERCOR,MCR
1189,WIG,JSW,JSW
1190,WIG,MAXCOM,MXC
1191,WIG,LOTOS,LTS
1192,WIG,ATREM,ATR
1193,WIG,GRODNO,GRN
1194,WIG,FERRO,FRO
1195,WIG,RAINBOW,RBW
1196,WIG,WITTCHEN,WTN
1197,WIG,DEKPOL,DEK
1198,WIG,BBIDEV,BBD
1199,WIG,MILLENNIUM,MIL
1200,WIG,SUWARY,SUW
1201,WIG,TAURONPE,TPE
1202,WIG,R22,R22
1203,WIG,PHARMENA,PHR
1204,WIG,BIOTON,BIO
1205,WIG,HARPER,HRP
1206,WIG,EUROCASH,EUR
1207,WIG,ZUE,ZUE
1208,WIG,AGROTON,AGT
1209,WIG,MARVIPOL,MVP
1210,WIG,AIGAMES,ALG
1211,WIG,TOYA,TOA
1212,WIG,OVOSTAR,OVO
1213,WIG,SUNEX,SNX
1214,WIG,LOKUM,LKD
1215,WIG,POLWAX,PWX
1216,WIG,KGHM,KGH
1217,WIG,OEX,OEX
1218,WIG,SKARBIEC,SKH
1219,WIG,INTERFERI,INF
1220,WIG,AMICA,AMC
1221,WIG,ENERGA,ENG
1222,WIG,BOOMBIT,BBT
1223,WIG,GTC,GTC
1224,WIG,BAHOLDING,BAH
1225,WIG,VIGOSYS,VGO
1226,WIG,IZOSTAL,IZS
1227,WIG,STAPORKOW,ZUK
1228,WIG,AMBRA,AMB
1229,WIG,TESGAS,TSG
1230,WIG,EUROHOLD,EHG
1231,WIG,WORKSERV,WSE
1232,WIG,SYGNITY,SGN
1233,WIG,GRUPAAZOTY,ATT
1234,WIG,KERNEL,KER
1235,WIG,TALEX,TLX
1236,WIG,BOS,BOS
1237,WIG,MOJ,MOJ
1238,WIG,GPW,GPW
1239,WIG,ENEA,ENA
1240,WIG,MOSTALWAR,MSW
1241,WIG,11BIT,11B
1242,WIG,KRKA,KRK
1243,WIG,ELKOP,EKP
1244,WIG,SANTANDER,SAN
1245,WIG,AGORA,AGO
1246,WIG,FON,FON
1247,WIG,SWISSMED,SWD
1248,WIG,RAWLPLUG,RWL
1249,WIG,MABION,MAB
1250,WIG,ENELMED,ENE
1251,WIG,INSTALKRK,INK
1252,WIG,MBWS,MBW
1253,WIG,PGE,PGE
1254,WIG,ALIOR,ALR
1255,WIG,BIOMEDLUB,BML
1256,WIG,ODLEWNIE,ODL
1257,WIG,STALPROD,STP
1258,WIG,PKOBP,PKO
1259,WIG,OPTEAM,OPM
1260,WIG,MEDIACAP,MCP
1261,WIG,LENA,LEN
1262,WIG,WIRTUALNA,WPL
1263,WIG,IFIRMA,IFI
1264,WIG,PEPEES,PPS
1265,WIG,TRITON,TRI
1266,WIG,EUROTEL,ETL
1267,WIG,KRUK,KRU
1268,WIG,ENTER,ENT
1269,WIG,TOWERINVT,TOW
1270,WIG,KOMPAP,KMP
1271,WIG,TBULL,TBL
1272,WIG,ATLASEST,ATL
1273,WIG,FEERUM,FEE
1274,WIG,TRANSPOL,TRN
1275,WIG,SFINKS,SFS
1276,WIG,ATLANTIS,ATS
1277,WIG,FAMUR,FMF
1278,WIG,TALANX,TNX
1279,WIG,GAMFACTOR,GIF
1280,WIG,GETINOBLE,GNB
1281,WIG,LARQ,LRQ
1282,WIG,GROCLIN,GCN
1283,WIG,MIRBUD,MRB
1284,WIG,BOGDANKA,LWB
1285,WIG,KGL,KGL
1286,WIG,TSGAMES,TEN
1287,WIG,ASSECOSEE,ASE
1288,WIG,HERKULES,HRS
1289,WIG,LIBET,LBT
1290,WIG,OPONEO.PL,OPN
1291,WIG,PZU,PZU
1292,WIG,BORYSZEW,BRS
1293,WIG,AILLERON,ALL
1294,WIG,MFO,MFO
1295,WIG,DINOPL,DNP
1296,WIG,CORMAY,CRM
1297,WIG,ZREMB,ZRE
1298,WIG,CELTIC,CPD
1299,WIG,ASSECOPOL,ACP
1300,WIG,PRAGMAFA,PRF
1301,WIG,IPOPEMA,IPE
1302,WIG,EFEKT,EFK
1303,WIG,IMMOBILE,GKI
1304,WIG,PEP,PEP
1305,WIG,ORZBIALY,OBL
1306,WIG,CIGAMES,CIG
1307,WIG,POZBUD,POZ
1308,WIG_GAMES,TSGAMES,TEN
1309,WIG_GAMES,11BIT,11B
1310,WIG_GAMES,CDPROJEKT,CDR
1311,WIG_GAMES,PLAYWAY,PLW
1312,WIG_GAMES,CIGAMES,CIG
1313,WIG_MS_BAS,TAURONPE,TPE
1314,WIG_MS_BAS,PGE,PGE
1315,WIG_MS_BAS,JSW,JSW
1316,WIG_MS_BAS,KGHM,KGH
1317,WIG_MS_BAS,ENEA,ENA
1318,WIG_MS_FIN,PZU,PZU
1319,WIG_MS_FIN,PEKAO,PEO
1320,WIG_MS_FIN,ALIOR,ALR
1321,WIG_MS_FIN,PKOBP,PKO
1322,WIG_MS_FIN,SANPL,SPL
1323,WIG_MS_PET,CIECH,CIE
1324,WIG_MS_PET,PKNORLEN,PKN
1325,WIG_MS_PET,GRUPAAZOTY,ATT
1326,WIG_MS_PET,LOTOS,LTS
1327,WIG_MS_PET,PGNIG,PGN
1328,WIG20,CDPROJEKT,CDR
1329,WIG20,PZU,PZU
1330,WIG20,PKNORLEN,PKN
1331,WIG20,LPP,LPP
1332,WIG20,PGNIG,PGN
1333,WIG20,DINOPL,DNP
1334,WIG20,TAURONPE,TPE
1335,WIG20,PGE,PGE
1336,WIG20,MBANK,MBK
1337,WIG20,CYFRPLSAT,CPS
1338,WIG20,ALIOR,ALR
1339,WIG20,ORANGEPL,OPL
1340,WIG20,PLAY,PLY
1341,WIG20,CCC,CCC
1342,WIG20,PKOBP,PKO
1343,WIG20,PEKAO,PEO
1344,WIG20,JSW,JSW
1345,WIG20,KGHM,KGH
1346,WIG20,LOTOS,LTS
1347,WIG20,SANPL,SPL
1348,WIG30,CDPROJEKT,CDR
1349,WIG30,ENERGA,ENG
1350,WIG30,PZU,PZU
1351,WIG30,KRUK,KRU
1352,WIG30,AMREST,EAT
1353,WIG30,PKNORLEN,PKN
1354,WIG30,LPP,LPP
1355,WIG30,DINOPL,DNP
1356,WIG30,PGNIG,PGN
1357,WIG30,MILLENNIUM,MIL
1358,WIG30,TAURONPE,TPE
1359,WIG30,PGE,PGE
1360,WIG30,MBANK,MBK
1361,WIG30,GRUPAAZOTY,ATT
1362,WIG30,EUROCASH,EUR
1363,WIG30,CYFRPLSAT,CPS
1364,WIG30,KERNEL,KER
1365,WIG30,ALIOR,ALR
1366,WIG30,ORANGEPL,OPL
1367,WIG30,ENEA,ENA
1368,WIG30,PLAY,PLY
1369,WIG30,ASSECOPOL,ACP
1370,WIG30,CCC,CCC
1371,WIG30,PKOBP,PKO
1372,WIG30,INGBSK,ING
1373,WIG30,PEKAO,PEO
1374,WIG30,JSW,JSW
1375,WIG30,KGHM,KGH
1376,WIG30,LOTOS,LTS
1377,WIG30,SANPL,SPL
1378,WIGTECH,COMARCH,CMR
1379,WIGTECH,DATAWALK,DAT
1380,WIGTECH,CDPROJEKT,CDR
1381,WIGTECH,BETACOM,BCM
1382,WIGTECH,LSISOFT,LSI
1383,WIGTECH,LIVECHAT,LVC
1384,WIGTECH,ATENDE,ATD
1385,WIGTECH,BOOMBIT,BBT
1386,WIGTECH,AILLERON,ALL
1387,WIGTECH,ELZAB,ELZ
1388,WIGTECH,TBULL,TBL
1389,WIGTECH,NANOGROUP,NNG
1390,WIGTECH,WASKO,WAS
1391,WIGTECH,RYVU,RVU
1392,WIGTECH,R22,R22
1393,WIGTECH,GAMEOPS,GOP
1394,WIGTECH,OAT,OAT
1395,WIGTECH,PLAYWAY,PLW
1396,WIGTECH,SYGNITY,SGN
1397,WIGTECH,CYFRPLSAT,CPS
1398,WIGTECH,GAMFACTOR,GIF
1399,WIGTECH,SELVITA,SLV
1400,WIGTECH,TALEX,TLX
1401,WIGTECH,ORANGEPL,OPL
1402,WIGTECH,PGSSOFT,PSW
1403,WIGTECH,ARTIFEX,ART
1404,WIGTECH,PLAY,PLY
1405,WIGTECH,11BIT,11B
1406,WIGTECH,ASSECOPOL,ACP
1407,WIGTECH,OPTEAM,OPM
1408,WIGTECH,PBKM,BKM
1409,WIGTECH,ASSECOBS,ABS
1410,WIGTECH,COMP,CMP
1411,WIGTECH,TSGAMES,TEN
1412,WIGTECH,SYNEKTIK,SNT
1413,WIGTECH,ASSECOSEE,ASE
1414,WIGTECH,XTPL,XTP
1415,WIGTECH,NTTSYSTEM,NTT
1416,WIGTECH,NETIA,NET
1417,WIGTECH,SIMPLE,SME
1418,WIGTECH,ULTGAMES,ULG
1419,WIGTECH,IFIRMA,IFI
1420,WIGTECH,CIGAMES,CIG
