<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CCC,D,20160923,000000,170.85,172.56,167.68,172.56,52109,0
CCC,D,20160926,000000,170.22,170.22,166.01,169.73,41713,0
CCC,D,20160927,000000,169.68,170.9,167.91,170.37,51992,0
CCC,D,20160928,000000,170.46,173.98,167.72,173.98,52397,0
CCC,D,20160929,000000,173.01,175.94,169.19,175.94,65945,0
CCC,D,20160930,000000,175.94,177.45,171.78,173.01,126476,0
CCC,D,20161003,000000,173.01,179.7,170.22,179.01,123794,0
CCC,D,20161004,000000,178.77,180.73,177.06,178.77,111205,0
CCC,D,20161005,000000,179.25,179.25,171.34,175.89,62768,0
CCC,D,20161006,000000,173.06,179.84,173.06,179.84,182265,0
CCC,D,20161007,000000,179.79,180.82,177.45,180.82,50837,0
CCC,D,20161010,000000,179.35,180.58,176.91,177.84,83866,0
CCC,D,20161011,000000,178.04,182.88,177.99,180.63,78956,0
CCC,D,20161012,000000,179.01,180.82,178.04,180.82,47284,0
CCC,D,20161013,000000,180.82,180.82,177.89,179.74,83446,0
CCC,D,20161014,000000,180.53,181.56,177.94,179.84,51757,0
CCC,D,20161017,000000,179.84,181.31,177.99,178.63,63333,0
CCC,D,20161018,000000,178.58,184.58,178.38,184.24,115430,0
CCC,D,20161019,000000,183.76,191.08,183.76,190.59,145763,0
CCC,D,20161020,000000,190.54,193.33,189.18,190.59,56713,0
CCC,D,20161021,000000,190.59,195.48,189.33,191.08,143416,0
CCC,D,20161024,000000,191.08,194.51,190.93,194.11,40289,0
CCC,D,20161025,000000,193.96,193.96,190.35,190.59,59677,0
CCC,D,20161026,000000,190.15,193.53,190.1,190.59,51402,0
CCC,D,20161027,000000,190.1,193.86,189.67,193.53,48626,0
CCC,D,20161028,000000,192.11,194.51,190.59,194.51,29548,0
CCC,D,20161031,000000,193.08,197.44,191.13,194.61,103414,0
CCC,D,20161102,000000,193.58,195.39,186.74,190.69,162604,0
CCC,D,20161103,000000,190.3,191.77,185.61,186.79,49643,0
CCC,D,20161104,000000,185.76,186.39,181.31,183.71,82672,0
CCC,D,20161107,000000,186.19,188.84,180.63,186.39,59846,0
CCC,D,20161108,000000,187.36,188.34,185.71,187.08,39219,0
CCC,D,20161109,000000,183.76,187.03,181.8,186.19,63691,0
CCC,D,20161110,000000,187.61,193.53,187.26,188.25,66090,0
CCC,D,20161114,000000,189.82,189.82,178.43,179.35,120634,0
CCC,D,20161115,000000,179.35,181.51,174.31,176.91,42116,0
CCC,D,20161116,000000,176.96,180.63,176.03,180.23,49786,0
CCC,D,20161117,000000,180.68,181.6,178.38,179.5,33313,0
CCC,D,20161118,000000,175.99,181.41,173.98,178.38,62378,0
CCC,D,20161121,000000,177.89,184.78,177.4,184.78,66813,0
CCC,D,20161122,000000,182.78,187.08,182.73,186.29,77440,0
CCC,D,20161123,000000,185.36,190.59,185.36,190.59,81429,0
CCC,D,20161124,000000,191.28,194.99,189.67,194.41,67445,0
CCC,D,20161125,000000,194.36,194.36,188,193.33,83914,0
CCC,D,20161128,000000,191.62,192.36,186.89,189.13,61679,0
CCC,D,20161129,000000,189.67,193.43,186.84,192.56,66450,0
CCC,D,20161130,000000,191.72,194.51,190.59,194.51,103764,0
CCC,D,20161201,000000,194.46,198.17,191.67,191.91,98343,0
CCC,D,20161202,000000,194.26,194.26,186.89,187.46,55780,0
CCC,D,20161205,000000,187.71,191.96,187.17,191.53,40541,0
CCC,D,20161206,000000,191.53,192.36,187.46,190.05,76375,0
CCC,D,20161207,000000,188.64,191.91,186.44,189.57,96033,0
CCC,D,20161208,000000,189.23,197.39,189.13,197.09,106408,0
CCC,D,20161209,000000,196.46,196.46,189.82,190.05,63492,0
CCC,D,20161212,000000,189.08,191.28,187.22,188.98,66830,0
CCC,D,20161213,000000,189.57,191.03,185.91,188.15,94841,0
CCC,D,20161214,000000,186.24,193.18,185.91,192.36,76720,0
CCC,D,20161215,000000,191.67,192.65,190.2,191.58,46813,0
CCC,D,20161216,000000,191.53,193.48,190.25,192.61,248203,0
CCC,D,20161219,000000,189.77,190.84,186.34,190.84,45910,0
CCC,D,20161220,000000,192.06,192.06,188.49,191.58,23546,0
CCC,D,20161221,000000,190.64,192.26,188.39,190.59,33649,0
CCC,D,20161222,000000,189.91,193.53,188.64,193.53,51160,0
CCC,D,20161223,000000,192.61,193.53,189.28,193.23,31606,0
CCC,D,20161227,000000,192.56,194.16,191.67,194.01,16217,0
CCC,D,20161228,000000,194.01,194.41,191.72,194.41,36729,0
CCC,D,20161229,000000,194.41,197.93,194.01,197.93,86310,0
CCC,D,20161230,000000,199.19,199.39,197.74,198.95,88693,0
CCC,D,20170102,000000,198.36,206.24,196.41,206.24,45873,0
CCC,D,20170103,000000,205.74,213.91,204.76,212.29,121265,0
CCC,D,20170104,000000,212.29,213.46,204.48,206.19,60826,0
CCC,D,20170105,000000,205.26,206.04,200.67,204.71,76640,0
CCC,D,20170109,000000,205.26,208.09,202.47,207.7,50272,0
CCC,D,20170110,000000,208.63,212.73,207.99,212.19,93108,0
CCC,D,20170111,000000,211.17,213.56,210.19,212.58,110663,0
CCC,D,20170112,000000,212.93,212.93,207.7,208.19,54748,0
CCC,D,20170113,000000,208.19,213.56,207.79,213.56,32918,0
CCC,D,20170116,000000,212.53,214.06,210.68,212.09,28450,0
CCC,D,20170117,000000,213.08,213.08,208.29,208.29,32911,0
CCC,D,20170118,000000,210.09,211.96,206.96,208.19,76606,0
CCC,D,20170119,000000,207.21,210.09,207.21,209.17,51090,0
CCC,D,20170120,000000,208.68,209.99,207.75,208.29,35417,0
CCC,D,20170123,000000,209.12,209.8,199.69,199.88,81926,0
CCC,D,20170124,000000,198.9,200.37,194.06,196.66,172486,0
CCC,D,20170125,000000,197.78,208.19,197.78,206.19,104868,0
CCC,D,20170126,000000,207.94,208.14,201.83,202.33,45141,0
CCC,D,20170127,000000,200.42,202.33,199.88,200.86,33351,0
CCC,D,20170130,000000,200.91,205.11,199.93,202.13,37347,0
CCC,D,20170131,000000,203.11,203.88,200.47,201.93,39457,0
CCC,D,20170201,000000,201.98,203.78,197.59,199.14,156241,0
CCC,D,20170202,000000,199.39,201.73,197.44,199.88,61525,0
CCC,D,20170203,000000,198.17,200.47,196.51,198.85,28177,0
CCC,D,20170206,000000,197.78,203.31,196.95,202.76,51508,0
CCC,D,20170207,000000,202.76,207.5,201,206.34,43825,0
CCC,D,20170208,000000,206.34,211.76,204.53,210.14,59239,0
CCC,D,20170209,000000,210.88,212.09,208.39,212.09,49825,0
CCC,D,20170210,000000,210.73,212.48,206.34,210.34,35781,0
CCC,D,20170213,000000,211.27,211.86,205.84,208.29,62119,0
CCC,D,20170214,000000,207.65,211.71,207.36,209.41,78825,0
CCC,D,20170215,000000,210.83,211.46,208.24,210.53,69908,0
CCC,D,20170216,000000,211.71,213.46,209.22,212.09,94770,0
CCC,D,20170217,000000,211.51,213.51,205.74,207.21,76687,0
CCC,D,20170220,000000,208.19,209.55,206.44,208.53,16321,0
CCC,D,20170221,000000,209.5,212.06,207.21,211.12,131014,0
CCC,D,20170222,000000,211.61,211.91,208.97,211.91,49949,0
CCC,D,20170223,000000,212.09,213.08,210.14,213.08,53775,0
CCC,D,20170224,000000,213.08,219.82,210.39,219.82,100727,0
CCC,D,20170227,000000,219.97,220.84,213.56,220.4,77159,0
CCC,D,20170228,000000,218.94,220.4,213.22,220.4,141441,0
CCC,D,20170301,000000,218.89,224.71,216.99,224.26,167944,0
CCC,D,20170302,000000,224.26,225.29,222.02,224.26,112334,0
CCC,D,20170303,000000,223.83,224.91,221.73,224.91,79559,0
CCC,D,20170306,000000,225.29,225.29,220.07,222.76,36987,0
CCC,D,20170307,000000,222.36,222.86,220.07,221.38,69099,0
CCC,D,20170308,000000,222.86,224.81,219.97,224.81,40079,0
CCC,D,20170309,000000,224.51,229.69,221.38,229.69,176244,0
CCC,D,20170310,000000,231.59,236.64,230.28,233.61,177372,0
CCC,D,20170313,000000,233.56,235.21,229.49,234.09,276217,0
CCC,D,20170314,000000,235.31,235.31,231.84,232.23,114789,0
CCC,D,20170315,000000,232.23,234.58,232.23,233.11,144267,0
CCC,D,20170316,000000,234.48,243.38,234.28,238.39,78389,0
CCC,D,20170317,000000,236.74,241.37,231.64,231.64,268339,0
CCC,D,20170320,000000,232.58,239.95,230.82,236.04,66543,0
CCC,D,20170321,000000,235.56,238.98,228.76,229.69,89780,0
CCC,D,20170322,000000,228.13,229,218.74,228.71,72310,0
CCC,D,20170323,000000,227.19,233.51,226.76,230.57,27017,0
CCC,D,20170324,000000,229.74,233.61,220.26,224.56,53045,0
CCC,D,20170327,000000,222.86,228.62,222.02,224.21,56601,0
CCC,D,20170328,000000,215.08,221.23,215.08,219.92,102698,0
CCC,D,20170329,000000,220.36,220.4,217.96,219.63,74048,0
CCC,D,20170330,000000,219.92,225.69,218.89,225.69,80334,0
CCC,D,20170331,000000,224.61,234.04,223.83,232.62,109720,0
CCC,D,20170403,000000,233.85,237.95,224.96,231.93,120053,0
CCC,D,20170404,000000,231.89,231.89,228.23,229.64,31764,0
CCC,D,20170405,000000,229.64,232.62,227.94,229.69,40279,0
CCC,D,20170406,000000,228.27,229.64,224.26,225.79,24675,0
CCC,D,20170407,000000,225.79,228.81,224.81,224.81,44329,0
CCC,D,20170410,000000,228.71,228.86,224.81,226.31,15816,0
CCC,D,20170411,000000,224.86,228.91,220.7,221.09,60729,0
CCC,D,20170412,000000,223.83,226.96,222.9,223.58,41113,0
CCC,D,20170413,000000,223.88,224.81,223.1,224.66,18906,0
CCC,D,20170418,000000,223.23,227.39,218.99,218.99,34960,0
CCC,D,20170419,000000,219.43,220.79,216.99,219.72,83367,0
CCC,D,20170420,000000,220.94,222.51,219.53,222.26,71871,0
CCC,D,20170421,000000,222.86,224.81,215.86,218.5,41883,0
CCC,D,20170424,000000,218.94,222.86,218.94,220.99,62109,0
CCC,D,20170425,000000,221.43,227.05,220.65,224.41,53508,0
CCC,D,20170426,000000,226.46,227.24,219.92,222.86,45777,0
CCC,D,20170427,000000,222.86,222.86,220.89,221.68,31818,0
CCC,D,20170428,000000,222.07,222.07,217.76,219.33,104304,0
CCC,D,20170502,000000,222.36,224.56,219.43,222.36,75677,0
CCC,D,20170504,000000,221.87,222.36,213.76,217.96,192767,0
CCC,D,20170505,000000,217.96,220.02,216.26,218.16,53125,0
CCC,D,20170508,000000,218.5,219.14,215.23,216.79,65170,0
CCC,D,20170509,000000,215.31,217.96,213.46,217.96,128748,0
CCC,D,20170510,000000,218.64,218.94,213.41,215.03,52744,0
CCC,D,20170511,000000,216.01,216.01,210.14,211.12,93719,0
CCC,D,20170512,000000,210.14,217.91,208.14,213.08,81953,0
CCC,D,20170515,000000,206.71,208.53,199.44,202.13,148115,0
CCC,D,20170516,000000,199.49,204.57,199.49,204.57,163192,0
CCC,D,20170517,000000,204.66,209.9,202.86,207.6,180966,0
CCC,D,20170518,000000,208.78,209.65,201.34,205.11,50746,0
CCC,D,20170519,000000,205.79,212.38,205.79,212.06,84316,0
CCC,D,20170522,000000,211.61,216.01,209.8,216.01,60832,0
CCC,D,20170523,000000,215.96,221.18,214.06,220.5,116267,0
CCC,D,20170524,000000,219.14,221.78,214.25,215.76,80797,0
CCC,D,20170525,000000,217.81,218.89,200.86,207.31,169320,0
CCC,D,20170526,000000,208.73,209.99,207.21,207.31,64649,0
CCC,D,20170529,000000,207.31,209.17,206.52,207.31,42251,0
CCC,D,20170530,000000,207.75,209.17,203.83,205.26,83711,0
CCC,D,20170531,000000,206.57,206.57,203.93,205.26,238272,0
CCC,D,20170601,000000,205.31,211.02,205.31,207.01,113327,0
CCC,D,20170602,000000,208.19,216.99,208.04,215.51,92575,0
CCC,D,20170605,000000,216.01,216.99,214.39,214.44,41032,0
CCC,D,20170606,000000,214.06,214.11,208.29,212.06,101816,0
CCC,D,20170607,000000,208.73,211.22,207.46,209.17,143514,0
CCC,D,20170608,000000,209.17,211.61,207.26,209.65,102435,0
CCC,D,20170609,000000,209.9,212.01,208.53,211.32,76727,0
CCC,D,20170612,000000,211.17,211.37,208.58,208.68,35485,0
CCC,D,20170613,000000,208.58,213.66,208.58,210.14,41617,0
CCC,D,20170614,000000,210.14,213.56,209.22,212.53,130840,0
CCC,D,20170616,000000,212.53,214.49,210.04,212.34,102901,0
CCC,D,20170619,000000,214.3,220.26,213.76,219.48,91981,0
CCC,D,20170620,000000,219.97,221.63,217.38,221.14,65346,0
CCC,D,20170621,000000,219.72,220.36,215.46,219.14,93110,0
CCC,D,20170622,000000,218.89,220.99,217.86,219.92,40699,0
CCC,D,20170623,000000,219.87,219.92,215.81,217.04,44916,0
CCC,D,20170626,000000,219.92,223.78,217.28,219.92,52778,0
CCC,D,20170627,000000,221.78,225.69,220.02,224.21,55917,0
CCC,D,20170628,000000,223.43,225.64,223,224.81,22498,0
CCC,D,20170629,000000,224.81,225.64,218.94,221.73,57634,0
CCC,D,20170630,000000,222.81,222.81,217.96,219.92,78116,0
CCC,D,20170703,000000,221.73,226.16,221.18,225.79,77330,0
CCC,D,20170704,000000,225.84,229.59,224.61,225.69,67183,0
CCC,D,20170705,000000,228.08,230.38,225.84,230.28,71844,0
CCC,D,20170706,000000,230.28,230.57,227.74,230.28,75964,0
CCC,D,20170707,000000,227.74,234.48,225.09,232.91,94304,0
CCC,D,20170710,000000,234.48,234.48,226.03,229.59,93353,0
CCC,D,20170711,000000,229.74,229.84,225.05,228.13,66488,0
CCC,D,20170712,000000,228.62,228.67,225.24,228.57,95928,0
CCC,D,20170713,000000,228.37,228.37,220.65,220.99,59491,0
CCC,D,20170714,000000,222.66,223.33,217.71,223.23,82272,0
CCC,D,20170717,000000,224.66,226.96,223.93,225.79,53322,0
CCC,D,20170718,000000,226.46,226.46,222.81,224.11,20478,0
CCC,D,20170719,000000,224.71,225.84,222.66,225.79,54841,0
CCC,D,20170720,000000,226.76,226.76,221.28,222.36,60909,0
CCC,D,20170721,000000,222.51,230.82,221.68,229.69,73219,0
CCC,D,20170724,000000,229.69,231.74,225.74,227.64,45457,0
CCC,D,20170725,000000,226.07,227.1,221.43,224.81,77241,0
CCC,D,20170726,000000,224.81,228.71,224.81,228.37,29748,0
CCC,D,20170727,000000,229,231.93,228.52,231.36,39693,0
CCC,D,20170728,000000,230.28,232.62,228.76,232.53,58823,0
CCC,D,20170731,000000,228.23,238.88,228.23,238.49,84438,0
CCC,D,20170801,000000,239.32,245.33,237.51,245.04,129745,0
CCC,D,20170802,000000,243.38,246.89,240.44,242.35,53663,0
CCC,D,20170803,000000,243.42,244.74,240.83,240.83,41431,0
CCC,D,20170804,000000,241.67,245.33,241.67,245.33,23682,0
CCC,D,20170807,000000,243.57,246.89,242.4,244.99,23443,0
CCC,D,20170808,000000,246.01,246.6,243.52,245.43,13474,0
CCC,D,20170809,000000,245.66,246.64,243.66,245.66,31624,0
CCC,D,20170810,000000,244.46,251.09,241.42,243.52,27609,0
CCC,D,20170811,000000,242.4,242.4,237.51,239.37,33297,0
CCC,D,20170814,000000,248.26,248.84,244.21,246.21,40197,0
CCC,D,20170816,000000,245.33,246.26,241.52,243.38,41832,0
CCC,D,20170817,000000,243.38,245.09,238.69,238.69,41522,0
CCC,D,20170818,000000,241.81,244.26,236.54,242.83,31360,0
CCC,D,20170821,000000,244.26,244.26,239.07,242.68,24102,0
CCC,D,20170822,000000,242.68,247.19,240.44,245.76,20028,0
CCC,D,20170823,000000,244.36,245.71,241.13,243.13,17609,0
CCC,D,20170824,000000,241.42,249.19,241.42,249.19,32836,0
CCC,D,20170825,000000,249.24,252.66,246.79,248.75,37070,0
CCC,D,20170828,000000,249.24,259.02,248.55,258.92,50823,0
CCC,D,20170829,000000,259.07,260.87,249.24,253.68,56263,0
CCC,D,20170830,000000,257.06,259.99,254.13,257.94,82179,0
CCC,D,20170831,000000,261.17,263.41,253.15,256.29,103399,0
CCC,D,20170901,000000,259.02,265.02,256.76,264.88,91086,0
CCC,D,20170904,000000,263.9,279.04,262.92,278.85,164639,0
CCC,D,20170905,000000,281.49,287.6,280.62,280.62,86829,0
CCC,D,20170906,000000,279.13,287.17,279.13,284.9,57580,0
CCC,D,20170907,000000,271.24,274.5,264.49,268.53,228851,0
CCC,D,20170908,000000,268.28,269.62,266.11,269.27,77291,0
CCC,D,20170911,000000,270.26,271.54,266.96,268.08,56085,0
CCC,D,20170912,000000,268.28,274.15,268.23,273.76,71615,0
CCC,D,20170913,000000,275.09,284.31,272.13,275.79,104022,0
CCC,D,20170914,000000,277.56,280.07,274.35,276.17,50376,0
CCC,D,20170915,000000,276.17,279.03,270.7,274.5,146771,0
CCC,D,20170918,000000,277.95,281.6,277.51,280.02,27565,0
CCC,D,20170919,000000,281.94,284.02,280.07,283.58,55195,0
CCC,D,20170920,000000,283.58,285.5,281.16,284.02,30856,0
CCC,D,20170921,000000,282.09,284.85,282.09,284.51,34194,0
CCC,D,20170922,000000,284.07,292.64,284.07,288.16,96519,0
CCC,D,20170925,000000,290.92,291.96,284.07,285.35,110954,0
CCC,D,20170926,000000,284.12,284.61,276.22,277.16,31804,0
CCC,D,20170927,000000,278.15,287.66,278.15,286.54,67473,0
CCC,D,20170928,000000,285.99,285.99,276.72,279.13,42985,0
CCC,D,20170929,000000,279.13,279.13,270.75,272.23,71618,0
CCC,D,20171002,000000,285.05,286.04,277.26,284.95,91005,0
CCC,D,20171003,000000,286.92,293.93,284.31,293.93,95803,0
CCC,D,20171004,000000,293.43,297.83,288.01,289.83,64631,0
CCC,D,20171005,000000,291.96,291.96,281.16,281.16,32805,0
CCC,D,20171006,000000,281.16,281.6,276.12,276.17,247994,0
CCC,D,20171009,000000,279.13,287.57,279.13,287.27,54257,0
CCC,D,20171010,000000,289,290.08,284.75,284.75,65862,0
CCC,D,20171011,000000,288.31,288.31,276.47,279.38,99024,0
CCC,D,20171012,000000,280.12,282.49,275.69,277.06,91726,0
CCC,D,20171013,000000,276.96,276.96,273.36,274.99,82658,0
CCC,D,20171016,000000,277.46,277.46,273.61,273.71,88886,0
CCC,D,20171017,000000,274.2,274.75,266.86,266.86,134704,0
CCC,D,20171018,000000,268.28,268.78,260.89,261.68,243195,0
CCC,D,20171019,000000,261.38,266.81,259.5,262.86,107197,0
CCC,D,20171020,000000,264.54,265.97,261.93,261.93,80625,0
CCC,D,20171023,000000,262.86,270.26,262.86,267.89,128256,0
CCC,D,20171024,000000,270.26,271.09,265.97,267.3,119709,0
CCC,D,20171025,000000,267.3,271.74,267.3,270.26,85390,0
CCC,D,20171026,000000,271.24,273.06,269.27,270.21,134806,0
CCC,D,20171027,000000,272.08,276.17,272.08,276.02,82621,0
CCC,D,20171030,000000,276.77,280.62,271.74,271.74,77114,0
CCC,D,20171031,000000,272.33,274.15,268.28,269.22,244177,0
CCC,D,20171102,000000,271.29,271.79,259.02,261.97,351760,0
CCC,D,20171103,000000,262.66,263.25,258.52,262.36,96252,0
CCC,D,20171106,000000,258.92,264.05,255.51,259.4,104612,0
CCC,D,20171107,000000,261.38,262.81,259.75,259.75,129481,0
CCC,D,20171108,000000,260.39,262.71,260.39,261.88,29693,0
CCC,D,20171109,000000,263.35,263.35,244.61,244.61,247293,0
CCC,D,20171110,000000,244.61,248.41,238.3,246.88,155790,0
CCC,D,20171113,000000,247.43,250.04,245.55,246.63,56211,0
CCC,D,20171114,000000,251.22,258.42,247.53,252.06,140016,0
CCC,D,20171115,000000,250.58,252.45,245.74,246.29,109105,0
CCC,D,20171116,000000,247.48,247.57,242.98,243.63,89514,0
CCC,D,20171117,000000,242.64,247.67,240.67,240.67,153518,0
CCC,D,20171120,000000,241.66,250.73,241.66,248.07,118922,0
CCC,D,20171121,000000,248.6,249.64,243.72,246.58,133483,0
CCC,D,20171122,000000,246.58,246.58,241.01,243.63,60827,0
CCC,D,20171123,000000,244.91,248.55,242.35,245.59,27498,0
CCC,D,20171124,000000,245.31,247.08,242.55,243.38,43875,0
CCC,D,20171127,000000,243.13,245.35,242.25,242.5,36217,0
CCC,D,20171128,000000,244.61,248.36,243.18,246.14,163221,0
CCC,D,20171129,000000,246.58,248.55,242.64,242.64,148125,0
CCC,D,20171130,000000,241.75,243.92,235.09,236.58,213574,0
CCC,D,20171201,000000,236.73,257.83,236.73,256.44,175151,0
CCC,D,20171204,000000,256.94,258.13,250.53,250.53,101594,0
CCC,D,20171205,000000,250.53,253.54,248.55,251.51,44819,0
CCC,D,20171206,000000,248.55,251.07,246.54,247.57,98808,0
CCC,D,20171207,000000,247.57,255.51,247.57,255.46,96290,0
CCC,D,20171208,000000,256.35,256.44,252.9,256.44,47105,0
CCC,D,20171211,000000,257.93,268.73,257.19,268.73,100989,0
CCC,D,20171212,000000,269.77,269.77,262.71,266.81,63968,0
CCC,D,20171213,000000,265.67,266.51,262.86,266.31,69073,0
CCC,D,20171214,000000,265.08,269.82,265.08,269.82,63024,0
CCC,D,20171215,000000,269.27,270.26,263.35,265.32,188206,0
CCC,D,20171218,000000,267.3,271.24,265.82,270.75,45238,0
CCC,D,20171219,000000,270.45,278.64,269.72,275.34,92586,0
CCC,D,20171220,000000,270.26,278.55,270.26,276.47,22985,0
CCC,D,20171221,000000,278.15,278.4,274.3,277.41,41307,0
CCC,D,20171222,000000,278.15,278.15,271.54,274.3,24536,0
CCC,D,20171227,000000,274.2,280.12,274.2,280.12,39683,0
CCC,D,20171228,000000,281.01,281.01,275.74,279.13,39647,0
CCC,D,20171229,000000,279.13,283.08,276.86,281.11,57444,0
CCC,D,20180103,000000,286.83,290.97,279.92,286.63,94018,0
CCC,D,20180104,000000,286.04,291.96,283.67,289,121855,0
CCC,D,20180105,000000,290.57,295.7,289.98,294.52,70219,0
CCC,D,20180108,000000,295.5,295.7,292.54,294.13,54206,0
CCC,D,20180109,000000,294.92,296.89,292.54,294.92,80890,0
CCC,D,20180110,000000,295.7,295.7,291.96,295.5,61880,0
CCC,D,20180111,000000,292.94,294.72,289.4,292.74,75123,0
CCC,D,20180112,000000,293.73,294.92,287.81,291.96,89603,0
CCC,D,20180115,000000,291.96,295.9,290.97,290.97,28393,0
CCC,D,20180116,000000,290.97,305.77,290.97,300.83,92636,0
CCC,D,20180117,000000,300.83,305.77,297.09,297.68,116471,0
CCC,D,20180118,000000,300.83,304.58,298.07,300.64,193760,0
CCC,D,20180119,000000,302.41,306.75,300.05,304.78,45092,0
CCC,D,20180122,000000,306.75,307.74,298.86,299.65,68232,0
CCC,D,20180123,000000,299.65,301.23,290.18,291.96,87273,0
CCC,D,20180124,000000,289.2,292.94,282.09,282.09,68442,0
CCC,D,20180125,000000,282.09,291.56,282.09,285.05,119171,0
CCC,D,20180126,000000,286.04,287.42,285.45,286.63,50005,0
CCC,D,20180129,000000,288.6,288.8,282.29,286.63,29790,0
CCC,D,20180130,000000,287.02,287.02,284.07,285.84,17485,0
CCC,D,20180131,000000,285.84,290.77,282.88,283.87,74728,0
CCC,D,20180201,000000,283.87,288.01,271.44,277.16,78582,0
CCC,D,20180202,000000,277.36,277.36,273.21,276.17,28572,0
CCC,D,20180205,000000,274.2,277.36,273.02,275.59,34803,0
CCC,D,20180206,000000,266.31,271.84,254.47,264.34,108531,0
CCC,D,20180207,000000,267.3,270.26,262.56,264.93,103040,0
CCC,D,20180208,000000,265.32,275.19,264.54,273.21,57407,0
CCC,D,20180209,000000,271.24,271.84,267.1,267.5,43681,0
CCC,D,20180212,000000,271.44,272.23,261.38,262.17,48916,0
CCC,D,20180213,000000,261.38,264.14,256.26,263.35,39852,0
CCC,D,20180214,000000,265.32,268.28,258.82,266.11,56493,0
CCC,D,20180215,000000,268.28,268.28,264.34,264.34,42414,0
CCC,D,20180216,000000,268.08,268.08,261.78,264.14,18774,0
CCC,D,20180219,000000,264.34,267.1,259.4,263.75,18283,0
CCC,D,20180220,000000,262.36,264.34,259.21,262.36,25897,0
CCC,D,20180221,000000,263.16,264.14,257.04,258.23,41683,0
CCC,D,20180222,000000,258.42,262.56,255.86,262.56,52607,0
CCC,D,20180223,000000,262.56,272.03,258.82,272.03,53806,0
CCC,D,20180226,000000,272.63,273.02,261.38,263.16,57126,0
CCC,D,20180227,000000,264.34,265.52,258.42,258.42,53785,0
CCC,D,20180228,000000,256.06,260.59,242.25,248.55,125036,0
CCC,D,20180301,000000,246.58,250.34,238.7,242.05,164960,0
CCC,D,20180302,000000,240.67,243.23,237.11,239.69,105334,0
CCC,D,20180305,000000,240.47,242.64,237.9,241.66,93064,0
CCC,D,20180306,000000,244.61,244.61,242.25,243.63,41338,0
CCC,D,20180307,000000,244.42,248.55,241.66,245.99,35535,0
CCC,D,20180308,000000,247.57,255.27,247.57,253.68,71317,0
CCC,D,20180309,000000,253.68,256.26,252.7,254.87,77352,0
CCC,D,20180312,000000,259.6,261.97,255.27,259.8,59431,0
CCC,D,20180313,000000,254.47,266.71,251.51,254.67,158176,0
CCC,D,20180314,000000,254.47,258.23,246.58,246.58,99588,0
CCC,D,20180315,000000,246.39,255.07,245.21,252.5,74654,0
CCC,D,20180316,000000,251.12,255.46,245.99,245.99,154906,0
CCC,D,20180319,000000,247.57,247.57,236.33,238.7,100350,0
CCC,D,20180320,000000,238.7,246.78,236.73,242.45,43752,0
CCC,D,20180321,000000,243.63,245.59,236.13,243.63,53177,0
CCC,D,20180322,000000,240.67,242.83,231,233.77,86008,0
CCC,D,20180323,000000,233.77,233.77,222.72,227.05,157286,0
CCC,D,20180326,000000,231.98,238.3,229.82,232.18,60224,0
CCC,D,20180327,000000,236.73,246.78,236.73,243.23,132172,0
CCC,D,20180328,000000,242.83,242.83,238.1,239.29,75702,0
CCC,D,20180329,000000,239.69,242.05,228.64,230.01,134184,0
CCC,D,20180403,000000,229.82,239.09,228.64,236.73,229898,0
CCC,D,20180404,000000,236.92,243.63,236.92,240.67,177109,0
CCC,D,20180405,000000,243.23,255.46,242.45,253.88,164673,0
CCC,D,20180406,000000,252.5,262.76,251.71,258.23,222604,0
CCC,D,20180409,000000,257.63,263.16,253.1,259.4,98205,0
CCC,D,20180410,000000,260.39,262.36,255.86,257.43,151413,0
CCC,D,20180411,000000,258.42,261.58,250.53,252.7,117190,0
CCC,D,20180412,000000,252.11,259.21,250.53,258.42,65263,0
CCC,D,20180413,000000,259.02,267.69,258.82,266.91,167301,0
CCC,D,20180416,000000,267.5,269.67,265.92,268.28,71438,0
CCC,D,20180417,000000,270.26,273.21,267.3,270.26,101280,0
CCC,D,20180418,000000,271.64,274.2,265.32,269.07,78091,0
CCC,D,20180419,000000,269.07,270.26,265.92,266.71,54670,0
CCC,D,20180420,000000,268.08,268.48,263.75,263.75,131997,0
CCC,D,20180423,000000,263.35,267.89,261.78,262.56,54208,0
CCC,D,20180424,000000,263.35,267.69,261.38,261.38,53778,0
CCC,D,20180425,000000,260.79,263.95,257.24,260.79,35995,0
CCC,D,20180426,000000,259.4,263.16,251.91,252.31,77423,0
CCC,D,20180427,000000,253.49,256.06,248.95,254.67,115914,0
CCC,D,20180430,000000,250.53,258.23,247.97,255.46,130198,0
CCC,D,20180502,000000,254.67,266.51,254.67,264.34,130180,0
CCC,D,20180504,000000,259.8,261.19,254.87,255.07,74357,0
CCC,D,20180507,000000,256.26,259.02,248.95,252.31,49775,0
CCC,D,20180508,000000,250.53,253.88,248.55,252.11,64049,0
CCC,D,20180509,000000,253.68,263.35,252.11,262.96,52654,0
CCC,D,20180510,000000,262.96,269.27,258.62,268.08,69545,0
CCC,D,20180511,000000,267.89,275.59,265.32,275.59,62190,0
CCC,D,20180514,000000,275.39,276.96,267.69,275.19,59305,0
CCC,D,20180515,000000,271.64,280.91,268.88,274.99,116602,0
CCC,D,20180516,000000,274.6,274.6,271.84,274.4,48663,0
